Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Ax (m/s²),Ay (m/s²),Az (m/s²)
0.009999999776482582,0.11458543688058853,8.798038482666016,4.120107173919678,-0.2229960560798645,8.530972480773926,-4.499121189117432
0.019999999552965164,0.09188223630189896,8.819000244140625,4.120074272155762,-0.21823309361934662,8.530972480773926,-4.484818458557129
0.029999999329447746,0.019591227173805237,8.773161888122559,4.284146785736084,-0.2181846648454666,8.530972480773926,-4.484673023223877
0.03999999910593033,0.020105719566345215,8.775772094726562,4.282070636749268,-0.20404106378555298,8.564473152160645,-4.494111061096191
0.05000000074505806,0.026296013966202736,8.798690795898438,4.2674736976623535,-0.16622790694236755,8.588968276977539,-4.484915256500244
0.05999999865889549,0.046410370618104935,8.800812721252441,4.294267177581787,-0.15126101672649384,8.561161994934082,-4.494014263153076
0.07000000029802322,0.08914841711521149,8.763749122619629,4.357667446136475,-0.18331840634346008,8.57912540435791,-4.49430513381958
0.07999999821186066,0.10694754868745804,8.75035572052002,4.395232200622559,-0.23991705477237701,8.607939720153809,-4.489683151245117
0.09000000357627869,0.12711101770401,8.786080360412598,4.357717037200928,-0.2514285743236542,8.61844539642334,-4.484890937805176
0.10000000149011612,0.1070130243897438,8.826456069946289,4.370122909545898,-0.2701414227485657,8.64671802520752,-4.512115001678467
0.10999999940395355,0.06929130107164383,8.839375495910645,4.462020397186279,-0.2574748694896698,8.680488586425781,-4.513569355010986
0.11999999731779099,0.06257014721632004,8.86379623413086,4.517362117767334,-0.20694679021835327,8.668614387512207,-4.549770355224609
0.12999999523162842,0.06257014721632004,8.850680351257324,4.491281032562256,-0.19026066362857819,8.603824615478516,-4.583603858947754
0.14000000059604645,0.07517523318529129,8.825102806091309,4.447686672210693,-0.18037152290344238,8.549409866333008,-4.6037163734436035
0.15000000596046448,0.10950364917516708,8.761320114135742,4.3523173332214355,-0.20193441212177277,8.541110038757324,-4.613978385925293
0.1599999964237213,0.13354219496250153,8.721206665039062,4.317866325378418,-0.23914219439029694,8.558703422546387,-4.601421356201172
0.17000000178813934,0.1499100923538208,8.716833114624023,4.282575607299805,-0.2774396240711212,8.573676109313965,-4.587045669555664
0.18000000715255737,0.15359340608119965,8.712967872619629,4.210433006286621,-0.2763572335243225,8.55272102355957,-4.568290710449219
0.1899999976158142,0.12908947467803955,8.685611724853516,4.146124362945557,-0.2715700566768646,8.532840728759766,-4.57525634765625
0.20000000298023224,0.14339707791805267,8.687078475952148,4.15966272354126,-0.23216603696346283,8.552935600280762,-4.610827445983887
0.20999999344348907,0.1622275412082672,8.705968856811523,4.322772979736328,-0.21059589087963104,8.594705581665039,-4.6362409591674805
0.2199999988079071,0.15241941809654236,8.750370025634766,4.4761128425598145,-0.20856188237667084,8.655815124511719,-4.63450288772583
0.23000000417232513,0.11894460022449493,8.781007766723633,4.467620372772217,-0.21281634271144867,8.641250610351562,-4.651004314422607
0.23999999463558197,0.07607793807983398,8.79224681854248,4.407154560089111,-0.23452451825141907,8.625541687011719,-4.6998114585876465
