Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Ax (m/s²),Ay (m/s²),Az (m/s²)
1.7799999713897705,0.06734558194875717,10.008654594421387,0.7801322937011719,-0.7699965238571167,9.823039054870605,-0.442762553691864
1.7899999618530273,0.052630286663770676,9.938440322875977,0.7751983404159546,-0.7410712242126465,9.742874145507812,-0.4416961371898651
1.7999999523162842,0.027263373136520386,9.865330696105957,0.7769765853881836,-0.705280601978302,9.679839134216309,-0.44884175062179565
1.809999942779541,0.01025554072111845,9.843667030334473,0.7821359038352966,-0.6848955154418945,9.660435676574707,-0.44763845205307007
1.8200000524520874,0.0004894864978268743,9.863516807556152,0.7846070528030396,-0.6512926816940308,9.690756797790527,-0.4440257251262665
1.8300000429153442,-0.007207488641142845,9.917204856872559,0.7947170734405518,-0.6356136798858643,9.748834609985352,-0.446352481842041
1.840000033378601,-0.011155292391777039,10.004287719726562,0.8149287104606628,-0.6193990707397461,9.835226058959961,-0.45708802342414856
1.850000023841858,-0.0006691981106996536,10.104964256286621,0.8254895210266113,-0.5835286378860474,9.916772842407227,-0.4692293107509613
1.8600000143051147,0.014004712924361229,10.214138984680176,0.8254895210266113,-0.5883628129959106,9.98900032043457,-0.46961140632629395
1.8700000047683716,0.02564949169754982,10.286434173583984,0.8102118372917175,-0.5495697259902954,10.034811973571777,-0.45739027857780457
1.8799999952316284,0.032287098467350006,10.339248657226562,0.8204386830329895,-0.523487389087677,10.048874855041504,-0.450467050075531
1.8899999856948853,0.03391753137111664,10.337594985961914,0.8171494007110596,-0.48264893889427185,10.032367706298828,-0.44129693508148193
1.899999976158142,0.02716405689716339,10.300969123840332,0.8042259812355042,-0.419659286737442,9.97607707977295,-0.445770800113678
1.909999966621399,0.013888844288885593,10.208117485046387,0.7943580746650696,-0.369739294052124,9.9182767868042,-0.4374047517776489
1.9199999570846558,-0.0007850665715523064,10.123269081115723,0.7954099774360657,-0.30831068754196167,9.83184814453125,-0.4449068009853363
1.9299999475479126,-0.019183319061994553,10.048832893371582,0.8153711557388306,-0.24223878979682922,9.771549224853516,-0.4315052032470703
1.940000057220459,-0.05026916787028313,10.00946044921875,0.7780618667602539,-0.21545279026031494,9.73056697845459,-0.43637824058532715
