Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Ax (m/s²),Ay (m/s²),Az (m/s²)
0.009999999776482582,0.24794860184192657,-8.401337623596191,-0.21209202706813812,-0.15442897379398346,9.092979431152344,0.036349426954984665
0.019999999552965164,1.375968337059021,-10.301325798034668,-0.28442978858947754,-0.16986307501792908,8.899603843688965,0.08651146292686462
0.029999999329447746,3.2877590656280518,-10.223295211791992,-0.24667049944400787,-0.15469326078891754,9.091445922851562,0.03695409744977951
0.03999999910593033,4.631189823150635,-12.682100296020508,-0.10831037908792496,-0.169598788022995,8.901137351989746,0.08590678870677948
0.05000000074505806,6.182897090911865,-11.400057792663574,0.15576958656311035,-0.25841134786605835,11.357267379760742,0.6438632011413574
0.05999999865889549,5.493136882781982,-10.87211799621582,0.350884348154068,-0.2805994153022766,12.235886573791504,0.7820388674736023
0.07000000029802322,4.1819868087768555,-7.556734085083008,0.3742581605911255,-0.3463189899921417,12.054181098937988,0.9807991981506348
0.07999999821186066,2.746220588684082,-6.286510944366455,0.35964593291282654,-0.34590309858322144,9.27525806427002,0.9273151755332947
0.09000000357627869,2.191934823989868,-6.5348687171936035,0.3766568899154663,-0.3775269687175751,7.438770294189453,0.915738046169281
0.10000000149011612,1.8889273405075073,-8.502650260925293,0.4293421804904938,-0.35077109932899475,5.850478649139404,0.8883121609687805
0.10999999940395355,0.6206365823745728,-12.308976173400879,0.28951627016067505,-0.5418633818626404,8.067060470581055,1.4140582084655762
0.11999999731779099,-1.6531257629394531,-14.53105354309082,-0.04612119123339653,-0.8159416913986206,11.106401443481445,2.1136841773986816
0.12999999523162842,-3.5262532234191895,-15.766225814819336,-0.387839674949646,-1.123984694480896,14.488235473632812,2.8432657718658447
0.14000000059604645,-3.9877123832702637,-13.320879936218262,-0.5432451367378235,-1.1727112531661987,15.723590850830078,2.9413492679595947
0.15000000596046448,-3.011255979537964,-9.826421737670898,-0.44796988368034363,-0.8893932104110718,13.65953540802002,2.1751279830932617
0.1599999964237213,-2.005296230316162,-7.8351311683654785,-0.35225000977516174,-0.5047491192817688,10.674357414245605,1.2063735723495483
0.17000000178813934,-2.1226398944854736,-7.8188066482543945,-0.3082321882247925,-0.1547766923904419,6.894124507904053,0.31509509682655334
0.18000000715255737,-2.52652907371521,-10.653650283813477,-0.2717036306858063,0.006360223982483149,6.167452812194824,-0.18007071316242218
0.1899999976158142,-2.934699058532715,-12.54224967956543,-0.19182798266410828,0.1606256365776062,8.169001579284668,-0.763482391834259
0.20000000298023224,-2.3857486248016357,-13.632196426391602,0.0961354598402977,0.45594385266304016,11.926694869995117,-1.7994922399520874
0.20999999344348907,-2.203087091445923,-11.569849967956543,0.28246086835861206,0.8685532808303833,14.9960355758667,-2.929415464401245
0.2199999988079071,-1.5530726909637451,-8.652327537536621,0.2457754760980606,0.9934430122375488,13.28431224822998,-3.0434203147888184
0.23000000417232513,-1.0429109334945679,-5.996541500091553,0.16024388372898102,0.8064345121383667,9.12940788269043,-2.2050108909606934
0.23999999463558197,-1.1928355693817139,-5.6120381355285645,0.14877277612686157,0.6500717997550964,7.333287715911865,-1.7545034885406494
0.25,-2.363926887512207,-7.896287441253662,0.17306828498840332,0.45682811737060547,5.019650459289551,-1.1326756477355957
0.25999999046325684,-4.419005393981934,-11.092534065246582,0.15334773063659668,0.5092698931694031,5.560596942901611,-1.116784691810608
0.27000001072883606,-5.83370304107666,-14.088257789611816,0.07814883440732956,0.9066376686096191,8.991121292114258,-1.558260440826416
0.2800000011920929,-6.3605732917785645,-13.738822937011719,-0.025562947615981102,1.1667726039886475,11.84697437286377,-1.6744041442871094
0.28999999165534973,-4.951956748962402,-11.397893905639648,-0.058144040405750275,1.2072945833206177,12.706756591796875,-1.3434062004089355
0.30000001192092896,-3.386523723602295,-7.902507781982422,-0.048643097281455994,0.9846673607826233,11.042957305908203,-0.7215247750282288
0.3100000023841858,-2.617851495742798,-6.701606750488281,-0.04201747477054596,0.5906580090522766,7.490923881530762,-0.19235184788703918
0.3199999928474426,-3.28668212890625,-7.911519527435303,-0.0032269367948174477,0.3516259789466858,5.205686092376709,0.07033591717481613
0.33000001311302185,-4.632251739501953,-10.360939025878906,0.08722177147865295,0.31023311614990234,5.973303318023682,0.3648987114429474
0.3400000035762787,-5.245954990386963,-12.269498825073242,0.15494494140148163,0.34465399384498596,9.055936813354492,0.7698589563369751
0.3499999940395355,-4.994879722595215,-12.039041519165039,0.30771899223327637,0.34827667474746704,9.948610305786133,0.9010193347930908
0.36000001430511475,-3.803727626800537,-10.4262056350708,0.39227020740509033,0.2913803458213806,11.773255348205566,1.161512017250061
0.3700000047683716,-2.535081148147583,-8.200302124023438,0.3833044469356537,0.18231679499149323,11.882232666015625,1.1395044326782227
0.3799999952316284,-1.6860500574111938,-6.975080490112305,0.3520985245704651,0.08662237226963043,10.299661636352539,0.8213467001914978
